name_uk;name_ru;oblast;raion;type;lat;lon
Rusanovka;Rusanovka;Kharkivs’ka Oblast’;;місто;49.60944;37.88389
Uroki;Uroki;Kharkivs’ka Oblast’;;місто;49.63806;37.84556
Siriaky;Siriaky;Kharkivs’ka Oblast’;;місто;49.99583;36.10889
Zalyutino;Zalyutino;Kharkivs’ka Oblast’;;місто;49.9764;36.14985
Podvirky;Podvirky;Kharkivs’ka Oblast’;;місто;49.97987;36.09238
Nadtochii;Nadtochii;Kharkivs’ka Oblast’;;місто;49.96778;36.07086
Sinolitsovka;Sinolitsovka;Kharkivs’ka Oblast’;;місто;49.95889;36.04278
Rai-Olenivka;Rai-Olenivka;Kharkivs’ka Oblast’;;місто;49.94317;36.06978
Oleksandrivka;Oleksandrivka;Kharkivs’ka Oblast’;;місто;49.81676;36.11407
Ozeryanka;Ozeryanka;Kharkivs’ka Oblast’;;місто;49.82611;36.03444
Selektsiine;Krasnyy Oktyabr’;Kharkivs’ka Oblast’;;місто;49.77826;36.02696
Lyalyukov;Lyalyukov;Kharkivs’ka Oblast’;;місто;49.76056;36.07306
Kysle;Kysle;Kharkivs’ka Oblast’;;місто;49.75488;36.02516
Kolisnyky;Kolisnyky;Kharkivs’ka Oblast’;;місто;49.74516;36.10672
Trosne;Trosne;Kharkivs’ka Oblast’;;місто;49.78063;36.16231
Brazhniki;Brazhniki;Kharkivs’ka Oblast’;;місто;49.995;36.45333
Lenina;Lenina;Kharkivs’ka Oblast’;;місто;49.98333;36.47806
Blahodatne;Blahodatne;Kharkivs’ka Oblast’;;місто;49.97365;36.4552
Usy;Usy;Kharkivs’ka Oblast’;;місто;49.97111;36.49417
Koropy;Koropy;Kharkivs’ka Oblast’;;місто;49.94577;36.49754
Petrenkov;Petrenkov;Kharkivs’ka Oblast’;;місто;49.98528;36.34889
Losevo;Losevo;Kharkivs’ka Oblast’;;місто;49.95361;36.32167
Chunikhin;Chunikhin;Kharkivs’ka Oblast’;;місто;49.94694;36.33667
Pavlenky;Pavlenky;Kharkivs’ka Oblast’;;місто;49.93555;36.3257
Movchany;Movchany;Kharkivs’ka Oblast’;;місто;49.91949;36.3002
Kotlyary;Kotlyary;Kharkivs’ka Oblast’;;місто;49.91278;36.27389
Husyna Poliana;Husyna Poliana;Kharkivs’ka Oblast’;;місто;49.82187;36.28895
Veselyy Poselok;Veselyy Poselok;Kharkivs’ka Oblast’;;місто;49.90333;36.48583
Dokuchaievske;Dokuchaievske;Kharkivs’ka Oblast’;;місто;49.89248;36.45158
Shubine;Shubine;Kharkivs’ka Oblast’;;місто;49.80413;36.37389
Khmarivka;Khmarivka;Kharkivs’ka Oblast’;;місто;49.80534;36.4108
Panskaya Ternovka;Panskaya Ternovka;Kharkivs’ka Oblast’;;місто;49.80361;36.45222
Vodiane;Vodiane;Kharkivs’ka Oblast’;;місто;49.7903;36.34949
Vilkhivka;Ol’khov;Kharkivs’ka Oblast’;;місто;49.98705;36.51054
Stepanky;Stepanky;Kharkivs’ka Oblast’;;місто;49.97166;36.50876
Vasyliv Khutir;Vasyliv Khutir;Kharkivs’ka Oblast’;;місто;49.83498;36.60578
Selyanin;Selyanin;Kharkivs’ka Oblast’;;місто;49.99111;36.755
Gremyachiy;Gremyachiy;Kharkivs’ka Oblast’;;місто;49.97194;36.76722
Shevchenko;Shevchenko;Kharkivs’ka Oblast’;;місто;49.99861;36.96611
Veselyy Gay;Veselyy Gay;Kharkivs’ka Oblast’;;місто;49.87056;36.81917
Annovka;Annovka;Kharkivs’ka Oblast’;;місто;49.80389;36.90778
Pushkarne;Pushkarne;Kharkivs’ka Oblast’;;місто;49.79045;36.87459
Chervonyy;Chervonyy;Kharkivs’ka Oblast’;;місто;49.97;37.15556
Arkushyne;Arkushyne;Kharkivs’ka Oblast’;;місто;49.95667;37.14917
Popasnoye;Popasnoye;Kharkivs’ka Oblast’;;місто;49.95917;37.20722
Novaya Aleksandrovka;Novaya Aleksandrovka;Kharkivs’ka Oblast’;;місто;49.91667;37.24583
Shevchenkove;Shevchenkove;Kharkivs’ka Oblast’;;місто;49.89993;37.20739
Krasne;Krasne;Kharkivs’ka Oblast’;;місто;49.88286;37.20961
Polkovnyche;Polkovnyche;Kharkivs’ka Oblast’;;місто;49.87394;37.23824
Krutaya Balka;Krutaya Balka;Kharkivs’ka Oblast’;;місто;49.80528;37.165
Parizhskaya Kommuna;Parizhskaya Kommuna;Kharkivs’ka Oblast’;;місто;49.77222;37.03944
Alekseyevka;Alekseyevka;Kharkivs’ka Oblast’;;місто;49.74694;37.09472
Odradne;Odradne;Kharkivs’ka Oblast’;;місто;49.75686;37.11407
Olennikov;Olennikov;Kharkivs’ka Oblast’;;місто;49.77083;37.08139
Leliukivka;Leliukivka;Kharkivs’ka Oblast’;;місто;49.78278;37.13479
Bugayevka;Bugayevka;Kharkivs’ka Oblast’;;місто;49.78444;37.14806
Horozhanivka;Horozhanivka;Kharkivs’ka Oblast’;;місто;49.75276;37.19463
Mykilske;Nikol’skiy;Kharkivs’ka Oblast’;;місто;49.78781;37.22418
Kreydyanka;Kreydyanka;Kharkivs’ka Oblast’;;місто;49.79;37.26528
Sergeyevka;Sergeyevka;Kharkivs’ka Oblast’;;місто;49.81111;37.28333
Mykhailivka;Mykhailivka;Kharkivs’ka Oblast’;;місто;49.83298;37.26763
Smolivka;Smolivka;Kharkivs’ka Oblast’;;місто;49.83009;37.28382
Volodymyrivka;Volodymyrivka;Kharkivs’ka Oblast’;;місто;49.84114;37.32208
Mikhaylovka;Mikhaylovka;Kharkivs’ka Oblast’;;місто;49.84694;37.2875
Shevchenkove;Shevchenkove;Kharkivs’ka Oblast’;;місто;49.86667;37.305
Oroshilovka;Oroshilovka;Kharkivs’ka Oblast’;;місто;49.84972;37.27278
Vishnevka;Vishnevka;Kharkivs’ka Oblast’;;місто;49.84667;37.34972
Ivanivka;Ivanivka;Kharkivs’ka Oblast’;;місто;49.87732;37.31523
Shyshkivka;Shyshkivka;Kharkivs’ka Oblast’;;місто;49.87523;37.29186
Chubarevka;Chubarevka;Kharkivs’ka Oblast’;;місто;49.8725;37.35417
Tikhiy-Bereg;Tikhiy-Bereg;Kharkivs’ka Oblast’;;місто;49.88944;37.31556
Nesterivka;Nesterivka;Kharkivs’ka Oblast’;;місто;49.90121;37.30966
Bezvodnyy Yar;Bezvodnyy Yar;Kharkivs’ka Oblast’;;місто;49.89778;37.27806
Petrovskiy;Petrovskiy;Kharkivs’ka Oblast’;;місто;49.93306;37.32417
Donets;Donets;Kharkivs’ka Oblast’;;місто;49.5883;36.57433
Borivske;Borivske;Kharkivs’ka Oblast’;;місто;49.64016;37.33241
Chervona Khvylia;Chervona Khvylia;Kharkivs’ka Oblast’;;місто;49.97245;37.32975
Kanivtseve;Kanivtseve;Kharkivs’ka Oblast’;;місто;49.96806;37.38167
Shliakhove;Shliakhove;Kharkivs’ka Oblast’;;місто;49.9562;37.45701
Novoshipovatoye;Novoshipovatoye;Kharkivs’ka Oblast’;;місто;49.94;37.45917
Tarasov;Tarasov;Kharkivs’ka Oblast’;;місто;49.925;37.46111
Vovchyi Yar;Vovchyi Yar;Kharkivs’ka Oblast’;;місто;49.90667;37.40806
Vasilev Yar;Vasilev Yar;Kharkivs’ka Oblast’;;місто;49.89944;37.45667
Eliseyevka;Eliseyevka;Kharkivs’ka Oblast’;;місто;49.91583;37.52083
Lozovaya Pervaya;Lozovaya Pervaya;Kharkivs’ka Oblast’;;місто;49.88917;37.49694
Mykolaivka Druha;Mykolaivka Druha;Kharkivs’ka Oblast’;;місто;49.87218;37.45973
Mykolaivka Persha;Mykolaivka Persha;Kharkivs’ka Oblast’;;місто;49.87893;37.43518
Selyshche;Selyshche;Kharkivs’ka Oblast’;;місто;49.85286;37.47984
Yehorivka;Yegor’yevka;Kharkivs’ka Oblast’;;місто;49.80293;37.4007
Samborivka;Samborivka;Kharkivs’ka Oblast’;;місто;49.78508;37.46235
Komsomolets;Komsomolets;Kharkivs’ka Oblast’;;місто;49.77556;37.44972
Poltava;Poltava;Kharkivs’ka Oblast’;;місто;49.99194;37.52528
Chervona Khvilya;Chervona Khvilya;Kharkivs’ka Oblast’;;місто;49.98556;37.56806
Vyselok;Vyselok;Kharkivs’ka Oblast’;;місто;49.97611;37.49639
Rohozianka;Rohozianka;Kharkivs’ka Oblast’;;місто;49.96111;37.50361
Sadovod;Sadovod;Kharkivs’ka Oblast’;;місто;49.9491;37.54973
Ryabokonevka;Ryabokonevka;Kharkivs’ka Oblast’;;місто;49.96667;37.56194
Novonikolayev;Novonikolayev;Kharkivs’ka Oblast’;;місто;49.99583;37.66056
Mal’tsevka;Mal’tsevka;Kharkivs’ka Oblast’;;місто;49.99;37.70083
Shirokoye;Shirokoye;Kharkivs’ka Oblast’;;місто;49.97528;37.70222
Sukhoy Yar;Sukhoy Yar;Kharkivs’ka Oblast’;;місто;49.98333;37.64583
Velikiy;Velikiy;Kharkivs’ka Oblast’;;місто;49.97861;37.63806
Korechnoye;Korechnoye;Kharkivs’ka Oblast’;;місто;49.97389;37.68417
Vasil’yevka;Vasil’yevka;Kharkivs’ka Oblast’;;місто;49.96306;37.69806
Novovasylivka;Novovasil’yevka;Kharkivs’ka Oblast’;;місто;49.95806;37.6975
Plotva;Plotva;Kharkivs’ka Oblast’;;місто;49.96444;37.61833
Zhikharevka;Zhikharevka;Kharkivs’ka Oblast’;;місто;49.95417;37.60111
Krugloye;Krugloye;Kharkivs’ka Oblast’;;місто;49.94778;37.60056
Kauchuk;Kauchuk;Kharkivs’ka Oblast’;;місто;49.94972;37.54889
Vodiane;Vodiane;Kharkivs’ka Oblast’;;місто;49.93806;37.58167
Ivanovka;Ivanovka;Kharkivs’ka Oblast’;;місто;49.92472;37.59
Mytrofanivka;Mytrofanivka;Kharkivs’ka Oblast’;;місто;49.9478;37.68023
Mikhaylovka;Mikhaylovka;Kharkivs’ka Oblast’;;місто;49.94472;37.67361
Vasyltsivka;Vasil’tsevka;Kharkivs’ka Oblast’;;місто;49.92444;37.635
Pleskachivka;Pleskachëvka;Kharkivs’ka Oblast’;;місто;49.9075;37.59667
Putnykove;Putnykove;Kharkivs’ka Oblast’;;місто;49.90611;37.63444
Dovhenke;Dolgon’koye;Kharkivs’ka Oblast’;;місто;49.89083;37.63083
Novomlynsk;Novomlynsk;Kharkivs’ka Oblast’;;місто;49.87909;37.73207
Poselok;Poselok;Kharkivs’ka Oblast’;;місто;49.85167;37.72583
Vinnitsa;Vinnitsa;Kharkivs’ka Oblast’;;місто;49.84639;37.71861
Grennikovka;Grennikovka;Kharkivs’ka Oblast’;;місто;49.835;37.67722
Masiutivka;Masiutivka;Kharkivs’ka Oblast’;;місто;49.81417;37.69194
Radkivka;Radkivka;Kharkivs’ka Oblast’;;місто;49.74997;37.5898
Oparino;Oparino;Kharkivs’ka Oblast’;;місто;49.76389;37.615
Kalynove;Kalynove;Kharkivs’ka Oblast’;;місто;49.78221;37.63285
Veselyy;Veselyy;Kharkivs’ka Oblast’;;місто;49.78833;37.63361
Rochnyakovka;Rochnyakovka;Kharkivs’ka Oblast’;;місто;49.78361;37.61222
Mala Shapkivka;Mala Shapkivka;Kharkivs’ka Oblast’;;місто;49.78765;37.56228
Chervona Dolina;Chervona Dolina;Kharkivs’ka Oblast’;;місто;49.79528;37.64194
Vasylivka;Vasil’yevka;Kharkivs’ka Oblast’;;місто;49.84092;37.50744
Doroshivka;Doroshivka;Kharkivs’ka Oblast’;;місто;49.83139;37.56694
Lozova Druha;Lozova Druha;Kharkivs’ka Oblast’;;місто;49.86232;37.54942
Krinichnyy;Krinichnyy;Kharkivs’ka Oblast’;;місто;49.995;37.77639
Pavlivka;Pavlivka;Kharkivs’ka Oblast’;;місто;49.94111;37.84639
Nezhdanivka;Nezhdanivka;Kharkivs’ka Oblast’;;місто;49.92766;37.849
Topoli;Topoli;Kharkivs’ka Oblast’;;місто;49.96583;37.91278
Budenovka;Budenovka;Kharkivs’ka Oblast’;;місто;49.88694;37.82528
Buryakovka;Buryakovka;Kharkivs’ka Oblast’;;місто;49.76917;37.85917
Mechnikove;Mechnikove;Kharkivs’ka Oblast’;;місто;49.78762;38.00518
Kut’kovka;Kut’kovka;Kharkivs’ka Oblast’;;місто;49.82444;37.93417
Berestove;Berestove;Kharkivs’ka Oblast’;;місто;49.85778;37.94472
Maltsivka;Mal’tsevka;Kharkivs’ka Oblast’;;місто;49.88887;37.99112
Rusanovka;Rusanovka;Kharkivs’ka Oblast’;;місто;49.90028;37.98556
Getmanovka;Getmanovka;Kharkivs’ka Oblast’;;місто;49.74417;37.91806
Yasinovka;Yasinovka;Luhansk;;місто;49.71806;37.98444
Orlianske;Orlianske;Kharkivs’ka Oblast’;;місто;49.68558;37.92811
Pervaya Lipovka;Pervaya Lipovka;Kharkivs’ka Oblast’;;місто;49.74;37.90222
Korzhovka;Korzhovka;Kharkivs’ka Oblast’;;місто;49.73861;37.84556
Man’kovka;Man’kovka;Kharkivs’ka Oblast’;;місто;49.73222;37.84139
Zagoruykov;Zagoruykov;Kharkivs’ka Oblast’;;місто;49.69972;37.845
Repkovka;Repkovka;Kharkivs’ka Oblast’;;місто;49.69083;37.85417
Stepova Novoselivka;Stepova Novoselivka;Kharkivs’ka Oblast’;;місто;49.66101;37.85898
Shaparovka;Shaparovka;Kharkivs’ka Oblast’;;місто;49.66417;37.84083
Pishchane;Pishchane;Kharkivs’ka Oblast’;;місто;49.6537;37.78305
Krokhmalne;Krakhmal’nyy;Kharkivs’ka Oblast’;;місто;49.57447;37.91537
Volodymyrivka;Volodymyrivka;Luhansk;;місто;49.59066;37.97443
Krasnyy;Krasnyy;Kharkivs’ka Oblast’;;місто;49.62139;37.96194
Parnoy;Parnoy;Kharkivs’ka Oblast’;;місто;49.64722;37.94861
Yahidne;Yahidne;Kharkivs’ka Oblast’;;місто;49.66001;37.92913
Kislovskiy;Kislovskiy;Kharkivs’ka Oblast’;;місто;49.68472;37.93111
Krasnogusarovka;Krasnogusarovka;Luhansk;;місто;49.17333;37.97722
Baydaki;Baydaki;Kharkivs’ka Oblast’;;місто;49.27778;36.91556
Malcha;Malcha;Chernihiv;;місто;52.05249;31.58558
Svitanok;Свитанок;Chernihiv;;місто;52.03965;31.37339
Stepanivka;Stepanivka;Kharkivs’ka Oblast’;;місто;49.09889;36.26884
Serhiivka;Serhiivka;Kharkivs’ka Oblast’;;місто;49.10451;36.27761
Nyzhnia Krasnopavlivka;Nyzhnia Krasnopavlivka;Kharkivs’ka Oblast’;;місто;49.13296;36.29277
Krasnopavlovka Vtoraya;Krasnopavlovka Vtoraya;Kharkivs’ka Oblast’;;місто;49.13361;36.30056
Myronivka;Myronivka;Kharkivs’ka Oblast’;;місто;49.13146;36.26704
Novo-Petrovka;Novo-Petrovka;Kharkivs’ka Oblast’;;місто;49.15667;36.27306
Shulske;Shulske;Kharkivs’ka Oblast’;;місто;49.16815;36.31484
Urochishche Lasochki;Урочище Ласочки;Chernihiv;;місто;52.01401;32.20965
Glukhovshchina;Глуховщина;Chernihiv;;місто;52.0134;32.41598
Krasnyy Gorodok;Красный Городок;Chernihiv;;місто;52.12892;32.43843
Sushets;Sushets;Chernihiv;;місто;52.16722;32.42194
Parnya;Парня;Chernihiv;;місто;52.18907;32.41419
Degtyarskiy Log;Degtyarskiy Log;Chernihiv;;місто;52.18972;32.44806
Pristan’;Pristan’;Chernihiv;;місто;52.21806;32.355
Krasni Lozy;Красные Лозы;Chernihiv;;місто;52.20647;32.35796
Rakuzha;Rakuzha;Chernihiv;;місто;52.22371;32.42495
Tsirulya;Tsirulya;Chernihiv;;місто;52.00444;32.57528
Vilkhivka;Ol’khovka;Chernihiv;;місто;52.01313;32.5756
Branok;Бранок;Chernihiv;;місто;52.02686;32.58307
Kalenikov;Kalenikov;Chernihiv;;місто;52.01194;32.74778
Lozovoy;Lozovoy;Chernihiv;;місто;52.13611;32.54611
Kryvusha;Kryvusha;Chernihiv;;місто;52.18428;32.68088
Lohy;Lohy;Chernihiv;;місто;52.24816;32.5738
Buka;Бука;Chernihiv;;місто;52.06284;32.80996
Muraveinyk;Muraveinyk;Chernihiv;;місто;52.05368;32.85626
Urochishche Krugloye;Урочище Круглое;Chernihiv;;місто;52.10114;32.84213
Yershov;Ершов;Chernihiv;;місто;52.01009;32.79571
Turove;Турово;Chernihiv;;місто;52.00464;32.77021
Rakuty;Ракуты;Chernihiv;;місто;52.1744;32.77674
Ferubky;Ferubky;Chernihiv;;місто;52.17155;32.83234
Uhly;Углы;Chernihiv;;місто;52.16673;32.89404
Maksymykhyne;Максимихино;Chernihiv;;місто;52.18047;32.94477
Trepechnoye;Trepechnoye;Chernihiv;;місто;52.1605;32.90899
Tarasovka;Tarasovka;Chernihiv;;місто;52.16694;32.96611
Kryulky;Krivul’ki;Chernihiv;;місто;52.1869;32.92734
Froly;Фролы;Chernihiv;;місто;52.19012;32.94851
Lebedi;Лебеди;Chernihiv;;місто;52.19097;33.02279
Roshcha;Roshcha;Chernihiv;;місто;52.24944;32.93222
Hremiachka;Гремячка;Chernihiv;;місто;52.24818;32.78982
Uzrui;Шептаки;Chernihiv;;місто;52.11897;33.07382
Forsove;Фурсово;Chernihiv;;місто;52.10375;33.18081
Sidorkin;Sidorkin;Chernihiv;;місто;52.15167;33.04278
Komary;Комары;Chernihiv;;місто;52.17327;33.02729
Lebedi;Lebedi;Chernihiv;;місто;52.18833;33.02111
Novenke;Noven’koye;Chernihiv;;місто;52.18341;33.1574
Osove;Осово;Chernihiv;;місто;52.21819;33.0274
Movchaniv;Молчанов;Chernihiv;;місто;52.24278;33.10364
Roshcha;Roshcha;Chernihiv;;місто;52.23485;33.20502
Kyselivka;Киселевка;Chernihiv;;місто;52.06447;33.25918
Pidhirne;Подгорное;Chernihiv;;місто;52.04639;33.41942
Durilovy;Durilovy;Chernihiv;;місто;52.13056;33.35
Kremskyi Buhor;Кремский Бугор;Chernihiv;;місто;52.22537;33.29639
Krasnoiarske;Красноярское;Sumy;;місто;52.24432;33.41371
Skobychivske;Скибичевское;Sumy;;місто;52.0159;33.64982
Derazhnia;Деряжня;Sumy;;місто;52.02453;33.72523
Maiske;Майское;Sumy;;місто;52.08023;33.70201
Rih;Рог;Sumy;;місто;52.13069;33.75512
Kalinovets;Калиновец;Sumy;;місто;52.09756;33.65257
Chyhyn;Уралово;Sumy;;місто;52.20048;33.57505
Chetvertakove;Ким;Sumy;;місто;52.23235;33.53026
Kustyne;Кустино;Sumy;;місто;52.24301;33.5794
Sibilevshchina;Сибилевщина;Sumy;;місто;52.23524;33.69645
Starodubovo;Стародубово;Sumy;;місто;52.24244;33.66795
Bazelivshchyna;Базелевщина;Sumy;;місто;52.0297;33.80422
Vasylets;Василец;Sumy;;місто;52.02902;33.88911
Smeloye;Смелое;Sumy;;місто;52.11472;33.95528
Demchenkove;Демченково;Sumy;;місто;52.14041;33.91615
Dubrovka;Duboles’ye;Sumy;;місто;52.2144;33.79765
Polyanka;Полянка;Sumy;;місто;52.24893;33.92086
Reshayushchiy;Reshayushchiy;Sumy;;місто;52.05944;34.01056
Obiednane;Ob”yedinennoye;Sumy;;місто;52.05198;34.07208
Sorokyne;Сорокино;Sumy;;місто;52.16296;34.00771
Gorodok;Городок;Chernihiv;;місто;52.26468;32.39459
Krynychky;Krynychky;Chernihiv;;місто;52.25199;32.47579
Chornozem;Chërnozem;Chernihiv;;місто;52.26303;32.4982
Lubiane;Chervonyy Pakhar’;Chernihiv;;місто;52.28987;32.48704
Pokrovske;Покровское;Chernihiv;;місто;52.29793;32.52399
Mykhailove;Михайлово;Chernihiv;;місто;52.26639;32.53758
Zelena Roshcha;Зеленая Роща;Chernihiv;;місто;52.18834;32.84858
Khrustalnyi;Khrustalnyi;Luhansk;;місто;48.17329;38.88706
Yamne;Ямное;Chernihiv;;місто;52.27261;33.01094
Andriyivka;Andriyivka;Chernihiv;;місто;52.2622;33.01706
Mykhalchyna Sloboda;Mikhal’china Sloboda;Chernihiv;;місто;52.30495;33.21504
Rozy Lyuksemburg;Rozy Lyuksemburg;Chernihiv;;місто;52.32222;33.20194
Horodyshche;Horodyshche;Chernihiv;;місто;52.32501;33.12276
Veselyy;Vesëloye;Chernihiv;;місто;52.3195;33.24642
Petrovskiy;Петровский;Chernihiv;;місто;52.36611;33.17833
Hai;Hai;Chernihiv;;місто;52.30394;33.2825
Dyatchenkov Bugor;Dyatchenkov Bugor;Chernihiv;;місто;52.294;33.347
Vasylivske;Vasil’yevskoye;Sumy;;місто;52.28365;33.48833
Kolos;Kolos;Chernihiv;;місто;52.33675;33.31316
Komarovki;Komarovki;Sumy;;місто;52.25611;33.7225
Liute;Лютое;Sumy;;місто;52.25977;33.65715
Kudoiarove;Кудоярово;Sumy;;місто;52.29266;33.60246
Gavrilov;Гаврилов;Sumy;;місто;52.27312;33.8846
Pokrovskiy;Pokrovskiy;Sumy;;місто;52.29167;33.915
Gutka;Gutka;Sumy;;місто;52.34472;33.81333
Pesotskoye;Pesotskoye;Donetsk;;місто;48.78972;38.23861
Krasnyy Oktyabr’;Krasnyy Oktyabr’;Donetsk;;місто;48.26946;38.28749
Shevtchenko;Shevtchenko;Mykolaiv;;місто;46.80878;31.70817
Elevatorne;Элеваторное;Mykolaiv;;місто;46.74547;31.45744
Elevatorne;Элеваторное;Mykolaiv;;місто;46.76825;31.52699
Lupareve;Lupareve;Mykolaiv;;місто;46.69167;31.975
Yehorove;Yegorovo;Crimea;;місто;45.38682;36.48153
Naberezhnoye;Набережное;Crimea;;місто;45.14063;36.41847
Kolodne;Kolodne;Zakarpattia;;місто;48.16498;23.59955
Dulovo;Dulovo;Zakarpattia;;місто;48.14353;23.58684
Oliivka;Oliivka;Kirovohrad;;місто;48.73177;32.99237
Imeni Lenina;Imeni Lenina;Dnipropetrovsk;;місто;48.09192;33.48394
Kutsivka;Куцовка;Kirovohrad;;місто;48.31557;32.78899
Myloradivka;Милорадовка;Dnipropetrovsk;;місто;48.20027;33.96223
Novoromanivka;Novoromanivka;Kirovohrad;;місто;48.6238;32.58839
Riadove;Рядовое;Kirovohrad;;місто;48.23281;33.53449
Sharivka;Sharivka;Kirovohrad;;місто;48.50299;32.79338
Bokove;Боковое;Kirovohrad;;місто;48.20027;33.08412
Veselivka;Веселовка;Kirovohrad;;місто;48.5668;32.45058
Novooleksandrivka;Novooleksandrivka;Kirovohrad;;місто;48.55141;32.6444
Hleiuvatka;Глееватка;Dnipropetrovsk;;місто;48.04711;33.43009
Stepove;Stepove;Dnipropetrovsk;;місто;48.63885;34.90563
Novotaromske;Novotaromske;Dnipropetrovsk;;місто;48.39961;34.6732
Tavriia;Tavriia;Zaporizhzhia;;місто;47.34925;35.54008
Palad-Komarivtsi;Palad-Komarivtsi;Zakarpattia;;місто;48.52648;22.17517
Klyachanovo;Klyachanovo;Zakarpattia;;місто;48.475;22.5
Barkasovo;Barkasovo;Zakarpattia;;місто;48.36478;22.49341
Novobarovo;Novobarovo;Zakarpattia;;місто;48.10162;23.50361
Topchyno;Topchyno;Zakarpattia;;місто;48.04066;23.82536
Chumalovo;Chumalovo;Zakarpattia;;місто;48.19065;23.54672
Solomonovo;Соломоново;Zakarpattia;;місто;48.43028;22.16124
Kontsovo;Kontsovo;Zakarpattia;;місто;48.57073;22.24831
Zolotarovo;Zolotarovo;Zakarpattia;;місто;48.18255;23.49618
Kopashnovo;Копашново;Zakarpattia;;місто;48.21764;23.48366
Krainykovo;Krainykovo;Zakarpattia;;місто;48.11924;23.44503
Nankovo;Nankovo;Zakarpattia;;місто;48.19768;23.43364
Spas;Spas;Ivano-Frankivsk;;місто;48.4492;25.04527
Shyshkyne;Shyshkyne;Kirovohrad;;місто;48.15441;31.91789
Kharsiky;Kharsiky;Poltava;;місто;50.26753;32.90629
