name_uk;name_ru;oblast;raion;type;lat;lon
Mykolaivka Druha;Mykolaivka Druha;Donetsk;;місто;48.47179;38.01085
Dacha;Dacha;Donetsk;;місто;48.44308;38.04042
Gorlovskiy Shakhter;Gorlovskiy Shakhter;Donetsk;;місто;48.42278;38.10389
Sukhoy Yar;Sukhoy Yar;Donetsk;;місто;48.39111;38.13222
Dolomitne;Dolomitne;Donetsk;;місто;48.41627;38.13213
Maya;Maya;Donetsk;;місто;48.43306;38.17417
Mar’yanovka;Mar’yanovka;Donetsk;;місто;48.46667;38.165
Gniloy;Gniloy;Donetsk;;місто;48.41583;38.38944
Novo-Troitskoye;Novo-Troitskoye;Donetsk;;місто;48.41972;38.42611
Sanzharivka;Sanzharivka;Donetsk;;місто;48.43741;38.42692
Novo-Aleksandrovka;Novo-Aleksandrovka;Luhansk;;місто;48.45917;38.455
Veselohorivka;Veselohorivka;Luhansk;;місто;48.47372;38.4556
Nadarivka;Nadarivka;Luhansk;;місто;48.45417;38.45076
Manuylovka;Manuylovka;Luhansk;;місто;48.39778;38.53361
Olenivka;Olenivka;Luhansk;;місто;48.40726;38.57388
Novo-Annovka;Novo-Annovka;Luhansk;;місто;48.47694;38.63361
Gornyak;Gornyak;Luhansk;;місто;48.46333;38.65417
Vydernoy;Vydernoy;Luhansk;;місто;48.44528;38.62389
Lyuksemburg;Lyuksemburg;Luhansk;;місто;48.45667;38.6725
Makarovka;Makarovka;Kharkivs’ka Oblast’;;місто;49.42417;37.15111
Mosorov Bayrak;Mosorov Bayrak;Kharkivs’ka Oblast’;;місто;49.3525;37.00361
Myrna Dolyna;Myrna Dolyna;Kharkivs’ka Oblast’;;місто;49.32346;37.02896
Ogorodnyy;Ogorodnyy;Luhansk;;місто;48.39639;38.84472
Stepanovka;Stepanovka;Luhansk;;місто;48.42694;38.88583
Osipovka;Osipovka;Luhansk;;місто;48.44806;38.90861
Poliana;Poliana;Kharkivs’ka Oblast’;;місто;49.3559;37.19526
Isakovo;Isakovo;Luhansk;;місто;48.46972;38.90333
Troitske;Troitske;Luhansk;;місто;48.44538;38.92945
Novopavlivka;Novopavlivka;Kharkivs’ka Oblast’;;місто;49.33406;37.20604
Malo-Ivanovka;Malo-Ivanovka;Luhansk;;місто;48.43528;38.91889
Galastrov;Galastrov;Kharkivs’ka Oblast’;;місто;49.32222;37.19778
Ridnyi Krai;Ridnyi Krai;Kharkivs’ka Oblast’;;місто;49.48016;37.26287
Novoselivka;Novoselivka;Kharkivs’ka Oblast’;;місто;49.48286;37.28849
Koziutivka;Koziutivka;Kharkivs’ka Oblast’;;місто;49.45301;37.27913
Khaylovka;Khaylovka;Kharkivs’ka Oblast’;;місто;49.44639;37.33389
Kushchuvakha;Kushchuvakha;Kharkivs’ka Oblast’;;місто;49.49139;37.49583
Gorokhovatochka;Gorokhovatochka;Kharkivs’ka Oblast’;;місто;49.47694;37.45972
Rozsokhuvate;Rozsokhuvate;Kharkivs’ka Oblast’;;місто;49.45915;37.4393
Popasne;Popasne;Kharkivs’ka Oblast’;;місто;49.44539;37.44121
Golubovka;Golubovka;Kharkivs’ka Oblast’;;місто;49.44361;37.49083
Kopanki;Kopanki;Kharkivs’ka Oblast’;;місто;49.43667;37.42917
Shymshynivka;Shymshynivka;Luhansk;;місто;48.4393;38.98927
Mala Martynivka;Mala Martynivka;Luhansk;;місто;48.39191;38.96703
Zheleznyy;Zheleznyy;Kharkivs’ka Oblast’;;місто;49.43;37.40028
Malyarovka;Malyarovka;Kharkivs’ka Oblast’;;місто;49.43278;37.32806
Pidvysoke;Pidvysoke;Kharkivs’ka Oblast’;;місто;49.43779;37.27303
Krasnyy Oktyabr’;Krasnyy Oktyabr’;Kharkivs’ka Oblast’;;місто;49.40806;37.25861
Pervomayskiy;Pervomayskiy;Kharkivs’ka Oblast’;;місто;49.4;37.34167
Revut;Revut;Kharkivs’ka Oblast’;;місто;49.37389;37.32583
Mikhaylovka;Mikhaylovka;Kharkivs’ka Oblast’;;місто;49.36056;37.34889
Katerinovka;Katerinovka;Kharkivs’ka Oblast’;;місто;49.35722;37.32778
Andreyevka;Andreyevka;Kharkivs’ka Oblast’;;місто;49.34472;37.32583
Chervonaya Dolina;Chervonaya Dolina;Kharkivs’ka Oblast’;;місто;49.33361;37.29111
Lypchanivka;Lypchanivka;Kharkivs’ka Oblast’;;місто;49.33341;37.32163
Fedorivka;Fedorivka;Kharkivs’ka Oblast’;;місто;49.28205;37.29311
Verbovka;Verbovka;Kharkivs’ka Oblast’;;місто;49.29083;37.27917
Trofimovka;Trofimovka;Kharkivs’ka Oblast’;;місто;49.28944;37.29694
Koloniya;Koloniya;Kharkivs’ka Oblast’;;місто;49.28778;37.42167
Komyshuvakha;Komyshuvakha;Luhansk;;місто;48.45139;39.02694
Imeni Kalinina;Imeni Kalinina;Luhansk;;місто;48.44361;39.05722
Voroshilovskiy;Voroshilovskiy;Luhansk;;місто;48.42694;39.11139
Ionovka;Ionovka;Luhansk;;місто;48.41167;39.11944
Kutserbovka;Kutserbovka;Luhansk;;місто;48.41028;39.19917
Detskaya;Detskaya;Kharkivs’ka Oblast’;;місто;49.30111;37.42167
Holubivka;Holubivka;Kharkivs’ka Oblast’;;місто;49.32036;37.43142
Zelenaya Dolina;Zelenaya Dolina;Kharkivs’ka Oblast’;;місто;49.28944;37.48056
Ternovka;Ternovka;Kharkivs’ka Oblast’;;місто;49.3475;37.39056
Chervonyy Khleborob;Chervonyy Khleborob;Kharkivs’ka Oblast’;;місто;49.32516;37.36627
Vasil’yevka;Vasil’yevka;Luhansk;;місто;48.4775;39.33472
Menchekur;Menchekur;Luhansk;;місто;48.43528;39.27278
Progress;Progress;Kharkivs’ka Oblast’;;місто;49.40222;37.45611
Parnuvate;Parnuvate;Kharkivs’ka Oblast’;;місто;49.40981;37.44555
Yasynuvate;Yasynuvate;Kharkivs’ka Oblast’;;місто;49.42958;37.44707
Karachev;Karachev;Kharkivs’ka Oblast’;;місто;49.26556;37.64056
Pomiluykovo;Pomiluykovo;Kharkivs’ka Oblast’;;місто;49.26111;37.66611
Dvadtsatoye Oktyabrya’;Dvadtsatoye Oktyabrya’;Kharkivs’ka Oblast’;;місто;49.29278;37.70722
Leninfel’d;Leninfel’d;Luhansk;;місто;48.39306;39.42444
Draylinden;Draylinden;Luhansk;;місто;48.3975;39.45583
Nyzhnia Zhuravka;Nyzhnia Zhuravka;Kharkivs’ka Oblast’;;місто;49.33655;37.66206
Novoannovka;Novoannovka;Luhansk;;місто;48.455;39.50917
Katerynivka;Katerynivka;Luhansk;;місто;48.45899;39.52641
Kolesnikovka;Kolesnikovka;Kharkivs’ka Oblast’;;місто;49.34194;37.66806
Nadezhdino;Nadezhdino;Luhansk;;місто;48.47642;39.67065
Habun;Habun;Luhansk;;місто;48.45065;39.68322
Verkhniy Gabun;Verkhniy Gabun;Luhansk;;місто;48.43194;39.68778
Novyy Vyselok;Novyy Vyselok;Luhansk;;місто;48.40889;39.73861
Mikhaylovka;Mikhaylovka;Kharkivs’ka Oblast’;;місто;49.405;37.71333
Khomyne;Khomyne;Kharkivs’ka Oblast’;;місто;49.46252;37.62538
Lisna Stinka;Lisna Stinka;Kharkivs’ka Oblast’;;місто;49.47919;37.63065
Marsovka Vtoraya;Marsovka Vtoraya;Kharkivs’ka Oblast’;;місто;49.47639;37.51556
Odradivka;Odradivka;Donetsk;;місто;48.50285;38.02167
Opytne;Opytne;Donetsk;;місто;48.5562;38.01744
Ivanhrad;Ivanhrad;Donetsk;;місто;48.55728;38.02759
Kolkhoznyy;Kolkhoznyy;Kharkivs’ka Oblast’;;місто;49.46806;37.68611
Zaychanskiy;Zaychanskiy;Kharkivs’ka Oblast’;;місто;49.43;37.64389
Krashche Zhittya;Krashche Zhittya;Kharkivs’ka Oblast’;;місто;49.25222;37.82056
Mykolaivka;Mykolaivka;Donetsk;;місто;48.48637;38.03245
Iziumske;Dvadtsatoye Oktyabrya’;Kharkivs’ka Oblast’;;місто;49.2695;37.8102
Vesela Dolyna;Vesela Dolyna;Donetsk;;місто;48.54993;38.06553
Chervonyi Stav;Chervonyi Stav;Kharkivs’ka Oblast’;;місто;49.28464;37.83719
Novaya Fedorovka;Novaya Fedorovka;Kharkivs’ka Oblast’;;місто;49.26083;37.89389
Aleksandrovka;Aleksandrovka;Kharkivs’ka Oblast’;;місто;49.29915;37.88943
Ostrovskogo;Ostrovskogo;Kharkivs’ka Oblast’;;місто;49.29214;37.92761
Zelenyi Hai;Zelenyi Hai;Kharkivs’ka Oblast’;;місто;49.40801;37.79086
Volodarovka;Volodarovka;Luhansk;;місто;49.39333;37.98556
Nadiia;Nadiia;Luhansk;;місто;49.37221;37.92772
Serhiivka;Serhiivka;Luhansk;;місто;49.36337;37.95544
Alekseyevka;Alekseyevka;Luhansk;;місто;49.33556;37.93556
Novoiehorivka;Novoiehorivka;Luhansk;;місто;49.3292;37.93861
Yatskoye;Yatskoye;Kharkivs’ka Oblast’;;місто;49.31488;37.87603
Boroven’ka;Boroven’ka;Luhansk;;місто;49.27306;37.96167
Vidrozhennia;Vidrozhennia;Donetsk;;місто;48.52508;38.22089
Petrusovskiy;Petrusovskiy;Donetsk;;місто;48.53417;38.24611
Konstantinovka;Konstantinovka;Donetsk;;місто;48.53639;38.27417
Gusinyy;Gusinyy;Donetsk;;місто;48.51194;38.26917
Serdyukovka;Serdyukovka;Luhansk;;місто;48.53917;38.43667
Zapadnyy;Zapadnyy;Luhansk;;місто;48.52861;38.42806
Skelya;Skelya;Luhansk;;місто;48.48861;38.42389
Kudryanovka;Kudryanovka;Luhansk;;місто;48.49472;38.49722
Mikhaylovka;Mikhaylovka;Luhansk;;місто;48.55556;38.52722
Fedorivka;Fedorivka;Kharkivs’ka Oblast’;;місто;49.73279;36.0436
Bugayevka;Bugayevka;Luhansk;;місто;48.54111;38.66861
Kamenskiy;Kamenskiy;Luhansk;;місто;48.55072;38.69225
Zhilovka;Zhilovka;Luhansk;;місто;48.50611;38.75806
Briketovka;Briketovka;Luhansk;;місто;48.50939;38.78493
Lesogorovka;Lesogorovka;Luhansk;;місто;48.51806;38.90889
Slavyanoserbsk;Slavyanoserbsk;Luhansk;;місто;48.54917;38.90833
Belozerovka;Belozerovka;Luhansk;;місто;48.50889;38.94083
Belyanka;Belyanka;Luhansk;;місто;48.49;38.96111
Alekseyevka;Alekseyevka;Luhansk;;місто;48.48583;38.9125
Davydovka;Davydovka;Luhansk;;місто;48.51056;39.17583
Rozsokhuvate;Rozsokhuvate;Luhansk;;місто;49.54774;40.06329
Buzovyy;Buzovyy;Kharkivs’ka Oblast’;;місто;49.55861;36.1225
Vesele;Vesele;Kharkivs’ka Oblast’;;місто;49.57907;36.14058
Popovka;Popovka;Kharkivs’ka Oblast’;;місто;49.58778;36.10444
Vasylivske;Vasil’yevskiy;Kharkivs’ka Oblast’;;місто;49.65449;35.97894
Valkovyy;Valkovyy;Kharkivs’ka Oblast’;;місто;49.61944;36.11722
Diskovka;Diskovka;Kharkivs’ka Oblast’;;місто;49.63639;36.18889
Ol’shanka;Ol’shanka;Kharkivs’ka Oblast’;;місто;49.65389;36.17972
Progonya;Progonya;Kharkivs’ka Oblast’;;місто;49.6675;36.16222
Diptany;Diptany;Kharkivs’ka Oblast’;;місто;49.6775;36.21361
Shemety;Shemety;Kharkivs’ka Oblast’;;місто;49.68333;36.18694
Omelivka;Omelivka;Kharkivs’ka Oblast’;;місто;49.675;36.1825
Kuryache;Kuryache;Kharkivs’ka Oblast’;;місто;49.68938;36.13962
Gontar’;Gontar’;Kharkivs’ka Oblast’;;місто;49.70361;36.15111
Dzhhun;Dzhhun;Kharkivs’ka Oblast’;;місто;49.67435;36.09769
Pershotravneve;Pershotravneve;Kharkivs’ka Oblast’;;місто;49.68279;36.13156
Birochok Druhyi;Birochok Druhyi;Kharkivs’ka Oblast’;;місто;49.70637;36.12824
Hlyboka Dolyna;Hlyboka Dolyna;Kharkivs’ka Oblast’;;місто;49.71829;36.12195
Mikhaylovka;Mikhaylovka;Kharkivs’ka Oblast’;;місто;49.72139;36.06278
Kliuchevodske;Kliuchevodske;Kharkivs’ka Oblast’;;місто;49.67704;36.00242
Kukulivka;Kukulivka;Kharkivs’ka Oblast’;;місто;49.65414;36.08077
Zelenyy Ugolok;Zelenyy Ugolok;Kharkivs’ka Oblast’;;місто;49.6475;36.04667
Khutor Pasiki;Khutor Pasiki;Kharkivs’ka Oblast’;;місто;49.58472;36.1975
Sukha Homilsha;Sukhaya Gomol’sha;Kharkivs’ka Oblast’;;місто;49.54957;36.35002
Omelchenky;Omel’chenkov;Kharkivs’ka Oblast’;;місто;49.64624;36.41684
Kostyukovka;Kostyukovka;Kharkivs’ka Oblast’;;місто;49.65528;36.38528
Kovalevka;Kovalevka;Kharkivs’ka Oblast’;;місто;49.66444;36.405
Peski;Peski;Kharkivs’ka Oblast’;;місто;49.68167;36.37778
Burchak-Mykhailivka;Burchak-Mykhailivka;Luhansk;;місто;48.57013;39.51849
Butivka;Butivka;Kharkivs’ka Oblast’;;місто;49.71088;36.37849
Kopani;Kopani;Luhansk;;місто;48.48278;39.68944
Skubriy;Skubriy;Luhansk;;місто;48.52583;39.70333
Vodotok;Vodotok;Luhansk;;місто;48.48571;39.69954
Panteliivka;Panteliivka;Luhansk;;місто;48.49247;39.72333
Artiukhivka;Artiukhivka;Kharkivs’ka Oblast’;;місто;49.71359;36.26518
Vodiakhivka;Vodiakhivka;Kharkivs’ka Oblast’;;місто;49.69548;36.28187
Imeni Artema;Imeni Artema;Donetsk;;місто;48.61944;38.02667
Lavrovka;Lavrovka;Kharkivs’ka Oblast’;;місто;49.67944;36.28944
Rozovka;Rozovka;Luhansk;;місто;48.62245;38.30653
Zhadanivka;Zhadanivka;Kharkivs’ka Oblast’;;місто;49.65678;36.25605
Karpovka;Karpovka;Kharkivs’ka Oblast’;;місто;49.6475;36.2425
Komendantov;Komendantov;Kharkivs’ka Oblast’;;місто;49.61611;36.31833
Novyy Cherkasskiy;Novyy Cherkasskiy;Kharkivs’ka Oblast’;;місто;49.50167;36.47361
Komsomolets;Komsomolets;Luhansk;;місто;48.64917;38.36417
Krasnoye Ozero;Krasnoye Ozero;Luhansk;;місто;48.58583;38.38889
Pobeda;Pobeda;Luhansk;;місто;48.61194;38.3975
Kashanovka;Kashanovka;Luhansk;;місто;48.65333;38.41333
Kalynove-Borshchuvate;Kalynove-Borshchuvate;Luhansk;;місто;48.61912;38.49414
Artel’;Artel’;Kharkivs’ka Oblast’;;місто;49.73056;36.71472
Imeni Krupskoy;Imeni Krupskoy;Luhansk;;місто;48.61389;38.525
Sadovyy;Sadovyy;Luhansk;;місто;48.6477;38.52911
Anninskiy;Anninskiy;Luhansk;;місто;48.64806;38.54583
Vladimirovka;Vladimirovka;Luhansk;;місто;48.57917;38.52
Leninskiy Bombardi;Leninskiy Bombardi;Luhansk;;місто;48.57271;38.59115
Ol’khovaya;Ol’khovaya;Luhansk;;місто;48.61751;38.62183
Pokrovske;Pokrovske;Kharkivs’ka Oblast’;;місто;49.53305;36.71237
Mar’yevka;Mar’yevka;Kharkivs’ka Oblast’;;місто;49.50944;36.75056
Ukrainka;Ukrainka;Kharkivs’ka Oblast’;;місто;49.53389;36.75167
Novo-Nikolayevka;Novo-Nikolayevka;Kharkivs’ka Oblast’;;місто;49.53611;36.80306
Stepok;Stepok;Kharkivs’ka Oblast’;;місто;49.57607;36.8436
Skripayev;Skripayev;Kharkivs’ka Oblast’;;місто;49.57878;36.84225
Andreyevka;Andreyevka;Kharkivs’ka Oblast’;;місто;49.55972;36.75444
Aleksandrovka;Aleksandrovka;Kharkivs’ka Oblast’;;місто;49.58167;36.74944
Ternovyy;Ternovyy;Luhansk;;місто;48.65389;38.69806
Vol’nyy;Vol’nyy;Luhansk;;місто;48.63833;38.70472
Mykolaivka;Mykolaivka;Luhansk;;місто;48.57343;38.68079
Bohdanivka;Bohdanivka;Luhansk;;місто;48.60433;38.72693
Truzhenik;Truzhenik;Luhansk;;місто;48.57583;38.84944
Novohryhorivka;Novo-Grigor’yevka;Luhansk;;місто;48.64146;38.89179
Studenok;Studenok;Kharkivs’ka Oblast’;;місто;49.62436;36.87931
Ivanivka;Ivanivka;Kharkivs’ka Oblast’;;місто;49.63464;36.90423
Kamenka;Kamenka;Kharkivs’ka Oblast’;;місто;49.65587;36.82222
Novodachne;Novodachne;Luhansk;;місто;48.59009;39.01245
Rtyshchivka;Rtyshchivka;Kharkivs’ka Oblast’;;місто;49.72194;36.77942
Artishchevka;Artishchevka;Kharkivs’ka Oblast’;;місто;49.715;36.78667
Nova Hnylytsia;Nova Hnylytsia;Kharkivs’ka Oblast’;;місто;49.70942;36.86991
Niyelovka;Niyelovka;Kharkivs’ka Oblast’;;місто;49.67983;36.96158
Podgornoye;Podgornoye;Luhansk;;місто;48.60083;39.19722
Mali Krynky;Mali Krynky;Kharkivs’ka Oblast’;;місто;49.73795;37.05635
Novyi Lyman;Novyi Lyman;Kharkivs’ka Oblast’;;місто;49.69168;37.00728
Novostepanivka;Novostepanivka;Kharkivs’ka Oblast’;;місто;49.69736;37.05332
Baba;Baba;Kharkivs’ka Oblast’;;місто;49.70694;37.17111
Raivka;Raivka;Kharkivs’ka Oblast’;;місто;49.69204;37.23247
Petrivka;Petrivka;Kharkivs’ka Oblast’;;місто;49.74012;37.20011
Mostove;Mostove;Kharkivs’ka Oblast’;;місто;49.74281;37.13324
Zorianske;Zorianske;Kharkivs’ka Oblast’;;місто;49.71042;37.17643
Chkalova;Chkalova;Luhansk;;місто;48.63806;39.40083
Tetyanivka;Tat’yanovka;Kharkivs’ka Oblast’;;місто;49.72591;37.12091
Mirnaya Dolina;Mirnaya Dolina;Kharkivs’ka Oblast’;;місто;49.69306;37.23694
Mar’yevka;Mar’yevka;Kharkivs’ka Oblast’;;місто;49.64639;37.02417
Gruzinovka;Gruzinovka;Kharkivs’ka Oblast’;;місто;49.65806;37.04639
Krasnopillia;Krasnopillia;Donetsk;;місто;48.72881;38.05046
Artemovskiy;Artemovskiy;Donetsk;;місто;48.70806;38.14972
Striapivka;Striapivka;Donetsk;;місто;48.67113;38.15503
Vesele;Vesele;Donetsk;;місто;48.74412;38.15272
Novopetrovka;Novopetrovka;Donetsk;;місто;48.67389;38.22694
Tselina;Tselina;Donetsk;;місто;48.70778;38.22889
Zaboyshchik;Zaboyshchik;Luhansk;;місто;48.67028;38.27194
Spasovka;Spasovka;Donetsk;;місто;48.67278;38.25528
Lypove;Lypove;Donetsk;;місто;48.72418;38.30604
Viktorivka;Viktorivka;Luhansk;;місто;48.70737;38.34512
Plotva;Plotva;Luhansk;;місто;48.70722;38.35139
Oleksandropillia;Aleksandropol’ye;Luhansk;;місто;48.67318;38.3684
Serbinovka;Serbinovka;Luhansk;;місто;48.74806;38.45556
Persiyanovka;Persiyanovka;Luhansk;;місто;48.73944;38.43972
Zaporozh’ye;Zaporozh’ye;Luhansk;;місто;48.67111;38.40444
Katerynivka;Katerynivka;Luhansk;;місто;48.66797;38.48072
Dmitriyevka;Dmitriyevka;Luhansk;;місто;48.6725;38.50472
Novonikolayevka;Novonikolayevka;Luhansk;;місто;48.70611;38.5175
Vol’nyy;Vol’nyy;Luhansk;;місто;48.6825;38.54639
Novyy Zubok;Novyy Zubok;Luhansk;;місто;48.71972;38.56222
Artema;Artema;Luhansk;;місто;48.69444;38.61917
Holubivske;Holubivske;Luhansk;;місто;48.68858;38.64999
Pugachevka;Pugachevka;Luhansk;;місто;48.7075;38.67472
Zholobok;Zholobok;Luhansk;;місто;48.71324;38.7012
Gremuchiy;Gremuchiy;Luhansk;;місто;48.6875;38.74139
Krinichnyy;Krinichnyy;Luhansk;;місто;48.67194;38.77861
Kripaki;Kripaki;Luhansk;;місто;48.70167;38.85694
Krasnyi Lyman;Krasnyi Lyman;Luhansk;;місто;48.71931;38.97375
Goryanka;Goryanka;Luhansk;;місто;48.71111;39.17861
Glinyanyy;Glinyanyy;Luhansk;;місто;48.70833;39.28278
Tsvitni Pisky;Tsvitni Pisky;Luhansk;;місто;48.66603;39.27423
Vortentsy;Vortentsy;Luhansk;;місто;48.71139;39.37944
Makarov;Makarov;Luhansk;;місто;48.69917;39.48889
Yuhanivka;Yuhanivka;Luhansk;;місто;48.68131;39.71167
Fedorivka;Fedorivka;Donetsk;;місто;48.76717;38.04574
Varvarovka;Varvarovka;Donetsk;;місто;48.77694;38.07194
Kuzmynivka;Koz’minka;Donetsk;;місто;48.79563;38.06909
Khimivka;Khimivka;Donetsk;;місто;48.81139;38.0775
Spirne;Spirne;Donetsk;;місто;48.8082;38.25881
Malaya Aleksandrovka;Malaya Aleksandrovka;Luhansk;;місто;48.80444;38.41
Klokovo;Klokovo;Luhansk;;місто;48.80778;38.58972
Arentovo;Arentovo;Luhansk;;місто;48.79389;38.64944
Prychepylivka;Prychepylivka;Luhansk;;місто;48.75729;38.69221
Raygorodka;Райгородка;Luhansk;;місто;48.79489;39.10745
Vol’nyy;Vol’nyy;Luhansk;;місто;48.77111;39.11778
Heivka;Heivka;Luhansk;;місто;48.76658;39.12006
Nikishin;Nikishin;Luhansk;;місто;48.81722;39.27806
Serednoteple;Serednoteple;Luhansk;;місто;48.8192;39.37385
Verkhnyaya Gerasimovka;Verkhnyaya Gerasimovka;Luhansk;;місто;48.7643;39.72431
Platonivka;Platonivka;Donetsk;;місто;48.89703;38.01478
Figurovka;Figurovka;Donetsk;;місто;48.85972;38.18472
Berezovka;Berezovka;Luhansk;;місто;48.92611;38.34361
Bogdanovka;Bogdanovka;Luhansk;;місто;48.86444;38.32639
Pavlohrad;Pavlohrad;Luhansk;;місто;48.92664;38.45166
Kalinin;Kalinin;Luhansk;;місто;48.90722;38.86556
Demenkove;Demenkove;Luhansk;;місто;48.90263;39.05848
Industriya;Industriya;Luhansk;;місто;48.88667;39.57611
Nizhnyaya Chuginka;Nizhnyaya Chuginka;Luhansk;;місто;48.94378;39.70132
Industriya;Industriya;Luhansk;;місто;48.85528;39.96028
Zolotarivka;Zolotarivka;Luhansk;;місто;48.90487;39.79295
Aydar-Nikolayevka;Aydar-Nikolayevka;Luhansk;;місто;48.985;38.31222
Gornyak;Gornyak;Luhansk;;місто;48.95639;38.31972
Yuzhnaya;Yuzhnaya;Luhansk;;місто;48.98972;38.41056
Rubizhne;Рубежное;Luhansk;;місто;48.97641;38.40355
Synetskyi;Synetskyi;Luhansk;;місто;48.94844;38.41176
Zamulovka;Zamulovka;Luhansk;;місто;48.99083;38.52444
Purdivka;Purdivka;Luhansk;;місто;48.97705;38.58141
Verkhniy Sukhodo;Verkhniy Sukhodo;Luhansk;;місто;48.99667;38.79389
Oknyne;Oknyne;Luhansk;;місто;48.93244;38.86794
Preobrazhenskiy;Preobrazhenskiy;Luhansk;;місто;48.97667;39.17556
Donetskiy;Donetskiy;Luhansk;;місто;48.96667;39.16694
Krasnaya Nauka;Krasnaya Nauka;Luhansk;;місто;48.9725;39.3625
Krepy;Krepy;Luhansk;;місто;48.93177;39.50756
Industriya;Industriya;Luhansk;;місто;48.95139;39.57861
Hamaliivka;Hamaliivka;Sumy;;місто;50.80568;34.24424
Novoaleksandrovka;Novoaleksandrovka;Kharkivs’ka Oblast’;;місто;49.62778;37.01
Sel’skoye-Vozrozhdeniye;Sel’skoye-Vozrozhdeniye;Kharkivs’ka Oblast’;;місто;49.50389;37.06111
Zhuvakovka;Zhuvakovka;Kharkivs’ka Oblast’;;місто;49.51333;37.10944
Staryi Chyzvyk;Staryi Chyzvyk;Kharkivs’ka Oblast’;;місто;49.54882;37.2093
Novyy Chizvik;Novyy Chizvik;Kharkivs’ka Oblast’;;місто;49.55611;37.18444
Ul’yanovka;Ul’yanovka;Kharkivs’ka Oblast’;;місто;49.58583;37.26694
Poveykovka;Poveykovka;Kharkivs’ka Oblast’;;місто;49.59778;37.27167
Pechenezhskiy;Pechenezhskiy;Kharkivs’ka Oblast’;;місто;49.59444;37.11028
Vishnevyy;Vishnevyy;Kharkivs’ka Oblast’;;місто;49.61056;37.10028
Veselyy;Veselyy;Kharkivs’ka Oblast’;;місто;49.60083;37.12
Dobrovol’skiy;Dobrovol’skiy;Kharkivs’ka Oblast’;;місто;49.60694;37.15139
Oleksiivka;Oleksiivka;Kharkivs’ka Oblast’;;місто;49.61121;37.18364
Stavyshche;Stavyshche;Kharkivs’ka Oblast’;;місто;49.62913;37.14626
Sumske;Sumske;Kharkivs’ka Oblast’;;місто;49.65695;37.10547
Smirno-Klugino;Smirno-Klugino;Kharkivs’ka Oblast’;;місто;49.66787;37.07589
Smirno-Bulavino;Smirno-Bulavino;Kharkivs’ka Oblast’;;місто;49.65944;37.11694
Pervomaiske;Pervomaiske;Kharkivs’ka Oblast’;;місто;49.66602;37.25763
Hroza;Hroza;Kharkivs’ka Oblast’;;місто;49.67212;37.20744
Ohurtsivka;Ohurtsivka;Kharkivs’ka Oblast’;;місто;49.67791;37.16947
Novaya Petrovka;Novaya Petrovka;Kharkivs’ka Oblast’;;місто;49.65389;37.23889
Gusinka;Gusinka;Kharkivs’ka Oblast’;;місто;49.52833;37.40694
Duvanka;Duvanka;Kharkivs’ka Oblast’;;місто;49.53513;37.42422
Spodobivka;Spodobivka;Kharkivs’ka Oblast’;;місто;49.5592;37.43175
Molod’kovka;Molod’kovka;Kharkivs’ka Oblast’;;місто;49.57472;37.42667
Ternovoye;Ternovoye;Kharkivs’ka Oblast’;;місто;49.58139;37.39472
Manukhino;Manukhino;Kharkivs’ka Oblast’;;місто;49.6475;37.41806
Olyveno;Olyveno;Kharkivs’ka Oblast’;;місто;49.67889;37.29111
Mykhailivka;Mykhailivka;Kharkivs’ka Oblast’;;місто;49.68283;37.33483
Sazonivka;Sazonivka;Kharkivs’ka Oblast’;;місто;49.70114;37.2565
Ivanivka;Ivanivka;Kharkivs’ka Oblast’;;місто;49.73936;37.28403
Solenikovka;Solenikovka;Kharkivs’ka Oblast’;;місто;49.70667;37.45111
Marsovka Vtoraya;Marsovka Vtoraya;Kharkivs’ka Oblast’;;місто;49.50694;37.5
Kudinov;Kudinov;Kharkivs’ka Oblast’;;місто;49.51917;37.52139
Shapovalovka;Shapovalovka;Kharkivs’ka Oblast’;;місто;49.53111;37.55972
Bogorodichna;Bogorodichna;Kharkivs’ka Oblast’;;місто;49.54556;37.50639
Kreshchatoye;Kreshchatoye;Kharkivs’ka Oblast’;;місто;49.54889;37.55889
Rostanovka;Rostanovka;Kharkivs’ka Oblast’;;місто;49.575;37.51889
Peremotova;Peremotova;Kharkivs’ka Oblast’;;місто;49.61278;37.53944
Senok;Senok;Kharkivs’ka Oblast’;;місто;49.5855;37.52025
Krinichki;Krinichki;Kharkivs’ka Oblast’;;місто;49.64167;37.61639
Osadkivka;Osadkivka;Kharkivs’ka Oblast’;;місто;49.66133;37.53167
Vasylivka;Vasil’yevka;Kharkivs’ka Oblast’;;місто;49.6639;37.50362
Tamarhanivka;Tamarhanivka;Kharkivs’ka Oblast’;;місто;49.65468;37.54977
Kolontayevka;Kolontayevka;Kharkivs’ka Oblast’;;місто;49.68139;37.60722
Makhovka;Makhovka;Kharkivs’ka Oblast’;;місто;49.71028;37.51694
Sobolivka;Sobolëvka;Kharkivs’ka Oblast’;;місто;49.70528;37.56223
Kucherivka;Kucherivka;Kharkivs’ka Oblast’;;місто;49.71595;37.67852
Lozovaya;Lozovaya;Kharkivs’ka Oblast’;;місто;49.67278;37.70417
Pritulovo;Pritulovo;Kharkivs’ka Oblast’;;місто;49.63333;37.72
Kruhliakivka;Kruhliakivka;Kharkivs’ka Oblast’;;місто;49.5294;37.71496
Volchiy;Volchiy;Kharkivs’ka Oblast’;;місто;49.54417;37.81472
